sourceId,priority,provider,owner,sourceType,coverageYears,url,ingestionPath,storesRawArtifacts,parserStatus,notes
skhu-official-admission-site,p0,성공회대학교 입학처,성공회대학교,official_public_html_pdf,2027-2028,https://enter.skhu.ac.kr/enter/,existing official detail HTML; src/collect/extract-related-detail-attachments.ts; src/collect/university-admission-attachments.ts; scripts/extract-university-admission-pdf-text.py; scripts/extract-university-admission-pdf-snippets.py; scripts/build-university-admission-evidence-index.py; scripts/build-university-admission-promotion-queue.py; scripts/build-foundation-db-candidates.py,true,foundation_skhu_manual_integrated,2026-06-08 수동 official-site 보강. 최신 gap crawler worklist의 성공회대학교 ADIGA 코드 0000132 및 공식 host enter.skhu.ac.kr만 대상으로 삼음. 기존 high-value related-detail HTML에서 2028학년도 성공회대학교 입학전형시행계획 안내와 2027학년도 수시 모집 요강 안내 게시글 2건을 선별하고 재외국민/외국인 전용 모집요강은 제외함. Detail HTML 2건은 모두 HTTP 200으로 보존했고 nested candidate 40행을 생성함. 실제 첨부는 download.do PDF route 2건으로 분리되어 모두 HTTP 200 file artifact로 보존함. PDF text extraction은 13쪽 30501자와 34쪽 62682자를 추출했고 저텍스트 OCR은 필요 없었음. 전용 extracted-gap-manual-skhu-20260608 추출에서 evidence 48행과 promotion review candidate 48건 AdmissionRule 40 HistoricalOutcome 5 AdmissionSchedule 3을 생성해 sourceLabels=gap_manual_skhu_docs로 foundation에 연결함. 성공회대 통합 후 foundation current snapshot admission-office evidence 78003 / AdmissionRule review 54119 / AdmissionUnit 37591 / promotion queue 269197 / gap action 4372 / public discovery queue 2916 / crawler worklist 175 / SQLite 30 tables/612207 rows/SHA 7afac8a7746e596ffe07fcff5028c82bd291bfb6a30c5cd5c44e6f52193c5489. 모든 row는 source-preserving review candidate이며 외부 경쟁도구 결과 자동수집 row가 아니다.
mokwon-official-admission-site,p0,목원대학교 입학처,목원대학교,official_public_html_pdf,2027,https://enter.mokwon.ac.kr/enter/,existing official detail HTML; src/collect/extract-related-detail-attachments.ts; src/collect/university-admission-attachments.ts; scripts/extract-university-admission-pdf-text.py; scripts/extract-university-admission-pdf-snippets.py; scripts/build-university-admission-evidence-index.py; scripts/build-university-admission-promotion-queue.py; scripts/build-foundation-db-candidates.py,true,foundation_mokwon_manual_integrated,"2026-06-08 수동 official-site 보강. 최신 gap crawler worklist의 목원대학교 ADIGA 코드 0000112 및 공식 host enter.mokwon.ac.kr만 대상으로 삼음. 기존 high-value related-detail HTML에서 2027학년도 신입학 전형계획 주요사항 안내 file_id=20388, 2027학년도 수시 모집요강 안내 file_id=20389, 2027학년도 대학입학전형 시행계획 변경 안내 file_id=20383 PDF route를 확인함. 외국인 특별전형 전용 PDF 2건은 이번 학부 일반 foundation 후보에서 제외함. 선별 PDF row 3행은 모두 HTTP 200 file artifact로 보존했으며 PDF text extraction은 8쪽 36957자, 48쪽 121769자, 21쪽 72175자를 추출함. 전용 extracted-gap-manual-mokwon-20260608 추출에서 evidence 72행과 promotion review candidate 72건 AdmissionRule 53 HistoricalOutcome 11 AdmissionSchedule 8을 생성해 sourceLabels=gap_manual_mokwon_docs로 foundation에 연결함. 목원대 통합 후 foundation current snapshot admission-office evidence 77955 / AdmissionRule review 54079 / AdmissionUnit 37576 / promotion queue 269104 / gap action 4381 / public discovery queue 2925 / crawler worklist 177 / SQLite 30 tables/612016 rows/SHA 80f19fbc024342838f88907d7283d36f0feebfe7b9f96540bdc9aa9708dc36e5. 모든 row는 source-preserving review candidate이며 외부 경쟁도구 결과 자동수집 row가 아니다."
ltu-official-admission-site,p0,루터대학교 입시안내,루터대학교,official_public_board_cookie_referer_pdf_hwp,2027,https://ltu-admission.ac.kr/,official frame/detail HTML; scripts/collect-university-admission-cookie-referer-attachments.py detail_cookie_and_referer; scripts/extract-university-admission-pdf-text.py; scripts/extract-university-admission-pdf-snippets.py; scripts/extract-university-admission-hwp-text.py; scripts/build-university-admission-evidence-index.py; scripts/build-university-admission-promotion-queue.py; scripts/build-foundation-db-candidates.py,true,foundation_ltu_manual_integrated,2026-06-08 수동 official-site 보강. 최신 gap crawler worklist의 루터대학교 ADIGA 코드 0000108 및 공식 host ltu-admission.ac.kr만 대상으로 삼음. 공식 frame route index_.html과 게시판 detail HTML에서 2027학년도 신입생 수시모집 모집요강 wr_id=328 및 2027학년도 대학입학전형시행계획 수정 wr_id=327 첨부를 확인함. 표준 download.php fetch는 잘못된 접근 HTML을 반환하므로 detail page를 먼저 열어 board cookie를 얻고 같은 opener로 Referer를 붙이는 detail_cookie_and_referer 전략을 사용함. 선별 download row 4행은 모두 HTTP 200 file artifact로 보존했으며 PDF 2/HWP 2를 확보함. PDF text extraction은 20쪽 42799자와 7쪽 17449자를 추출했고 snippet/evidence 47행을 생성함. HWP 2건은 distribution_notice_only로 raw artifact와 SHA만 보존함. 전용 extracted-gap-manual-ltu-20260608 추출에서 promotion review candidate 47건 AdmissionRule 40 AdmissionSchedule 7을 생성해 sourceLabels=gap_manual_ltu_docs로 foundation에 연결함. 루터대 통합 후 foundation current snapshot admission-office evidence 77883 / AdmissionRule review 54026 / AdmissionUnit 37552 / promotion queue 268950 / gap action 4394 / public discovery queue 2941 / crawler worklist 179 / SQLite 30 tables/611699 rows/SHA 4ad25589311f710d1db8027c879f479d286fc0b717328487a5962ac2465d7241. 모든 row는 source-preserving review candidate이며 외부 경쟁도구 결과 자동수집 row가 아니다.
kyonggi-official-admission-site,p0,경기대학교 입학처,경기대학교,official_public_html_js_filedownload_pdf_hwp,2026-2028,https://enter.kyonggi.ac.kr/,official menu/BoardView HTML; JS FileDownload.do direct files; src/collect/university-admission-attachments.ts; scripts/extract-related-detail-attachments.ts; scripts/extract-university-admission-pdf-text.py; scripts/extract-university-admission-pdf-snippets.py; scripts/render-university-admission-low-text-pdf-images.py; scripts/ocr-university-admission-low-text-pdf-images.py; scripts/extract-university-admission-hwp-text.py; scripts/build-university-admission-evidence-index.py; scripts/build-university-admission-promotion-queue.py; scripts/build-foundation-db-candidates.py,true,foundation_kyonggi_manual_integrated,2026-06-08 수동 official-site 보강. 최신 gap crawler worklist의 경기대학교 ADIGA 코드 0000056/0000058 및 공식 host enter.kyonggi.ac.kr만 대상으로 삼고 consult.mncapro.co.kr 합격예측/상담솔루션과 외부 helper 링크는 제외함. 공식 메뉴/BoardView route 12개를 본교/제2캠퍼스 context 24행으로 보존했고 related-detail HTML 24건을 모두 HTTP 200으로 fetch함. Nested candidate 414행은 대부분 메뉴 링크였고 실제 첨부는 공식 HTML의 JS location.href FileDownload.do route로 조합되어 direct-file 후보 16행/8 unique URL을 별도 생성함. Direct file 16건은 모두 HTTP 200 file artifact로 보존했으며 PDF 10/HWP 6 context artifact와 79310136 bytes를 확보함. PDF 10 source row/4 unique PDF에서 snippet 156행을 만들고 저텍스트 입시결과 PDF 1건을 36 page image로 렌더링/OCR함. HWP 6행/3 unique HWP는 distribution_notice_only로 raw artifact와 SHA만 보존함. 전용 extracted-gap-manual-kyonggi-20260608 추출에서 evidence 228행과 promotion review candidate 222건 AdmissionRule 123 HistoricalOutcome 45 OCRReviewQueue 36 AdmissionSchedule 18을 생성해 sourceLabels=gap_manual_kyonggi_docs로 foundation에 연결함. 경기대 통합 후 foundation current snapshot admission-office evidence 77836 / AdmissionRule review 53986 / AdmissionUnit 37538 / promotion queue 268872 / gap action 4405 / public discovery queue 2948 / crawler worklist 179 / SQLite 30 tables/611518 rows/SHA cd84f09be93478fce275da02b04e450d95ed2d6d1d290cef3f96f0a7ac4f509c. 모든 row는 source-preserving review candidate이며 외부 경쟁도구 결과 자동수집 row가 아니다.
jnue-official-admission-site,p0,전주교육대학교 입학처,전주교육대학교,official_public_ajax_board_pdf_hwp,2021-2028,https://www.jnue.kr/,official board HTML plus /portal/bbs/external_article_list.ajax API; src/collect/university-admission-attachments.ts; scripts/extract-university-admission-pdf-text.py; scripts/extract-university-admission-pdf-snippets.py; scripts/extract-university-admission-hwp-text.py; scripts/extract-university-admission-hwp-snippets.py; scripts/extract-university-admission-office-document-text.py; scripts/extract-university-admission-office-document-snippets.py; scripts/build-university-admission-evidence-index.py; scripts/build-university-admission-promotion-queue.py; scripts/build-foundation-db-candidates.py,true,foundation_jnue_manual_integrated,2026-06-08 수동 official-site 보강. 최신 gap crawler worklist의 전주교육대학교 ADIGA 코드 0000258 및 공식 host www.jnue.kr만 대상으로 삼고 jnue.koedu.ac.kr PASS_INFO 합격자발표 시스템과 Q/A 및 지원양식 중심 게시글은 제외함. 공식 board/list URL 6개를 2021/2025/2026/2027 context 24행으로 보존했으나 게시글 목록은 AJAX 로드 구조라 공식 JS /js/portal/list.js와 hidden boardId를 확인해 /portal/bbs/external_article_list.ajax POST 응답 8개를 raw JSON으로 저장함. Broad API file candidates 1100행 275 unique URL 중 모집요강 입시결과 경쟁률 전형계획 시행계획 등 high-value positive와 등록포기 양식 원서 동의서 체크리스트 면접카드 등 negative filter로 528행 132 unique URL을 선별함. 2027 context direct file 132개를 fetch해 PDF 75/HWP 57 file artifact와 65362775 bytes 94 unique SHA를 보존함. 전용 extracted-gap-manual-jnue-20260608 추출에서 evidence 1439행과 promotion review candidate 1059건 AdmissionRule 873 AdmissionSchedule 78 HistoricalOutcome 108을 생성해 sourceLabels=gap_manual_jnue_docs로 foundation에 연결함. JNUE 통합 후 foundation current snapshot admission-office evidence 77614 / AdmissionRule review 53863 / AdmissionUnit 37475 / promotion queue 268517 / gap action 4435 / public discovery queue 2954 / crawler worklist 181 / SQLite 30 tables/610693 rows/SHA 54a43a66b696c845edc3d742214acb3743f85ffec1f0fe2e67b1ff6c94f217fe. 모든 row는 source-preserving review candidate이며 외부 경쟁도구 결과 자동수집 row가 아니다.
catholic-official-admission-site,p0,가톨릭대학교 입학처,가톨릭대학교,official_public_html_pdf_hwp,2022-2027,https://ipsi.catholic.ac.kr/,existing gap_crawler_attachment_ready_related_detail HTML; scripts/extract-related-detail-attachments.ts; src/collect/university-admission-attachments.ts; scripts/extract-university-admission-pdf-text.py; scripts/extract-university-admission-pdf-snippets.py; scripts/extract-university-admission-hwp-text.py; scripts/extract-university-admission-hwp-snippets.py; scripts/extract-university-admission-office-document-text.py; scripts/extract-university-admission-office-document-snippets.py; scripts/build-university-admission-evidence-index.py; scripts/build-university-admission-promotion-queue.py; scripts/build-foundation-db-candidates.py,true,foundation_catholic_manual_integrated,2026-06-08 수동 official-site 보강. 기존 gap crawler related-detail HTML artifact에서 가톨릭대학교 ADIGA 코드 0000046/0000048 및 공식 host ipsi.catholic.ac.kr만 필터링해 2022~2027 nested candidate 128행과 unique URL 16개를 확보함. hipc.u-is.co.kr pims.jinhakapply.com Uway helper/application 링크는 제외하고 CompetitorSignal 자동수집 row로 취급하지 않음. Nested detail HTML 120건을 HTTP 200으로 보존하고 2차 attachment 후보 2024행을 추출했으며 direct/file-route artifact 216행 중 실제 file artifact 144건(PDF 136/HWP 72; 238309704 bytes)과 HTML diagnostic route 72건을 저장함. 전용 extracted-gap-manual-catholic-20260608 추출에서 PDF source evidence 1728행과 promotion review candidate 336건(AdmissionRule 296/AdmissionSchedule 34/HistoricalOutcome 6)을 생성해 sourceLabels=gap_manual_catholic_docs로 foundation에 연결함. HWP source 72행은 distribution_notice_only 또는 reused_duplicate_sha256으로 raw artifact/SHA만 보존함. 가톨릭대학교 통합 후 foundation current snapshot admission-office evidence 76555 / AdmissionRule review 52990 / AdmissionUnit 37475 / promotion queue 267360 / gap action 4464 / public discovery queue 2964 / crawler worklist 185 / SQLite 30 tables/607588 rows/SHA c5e1604aae15e98e04b8458d22da7c7fdc19ddfa01970982aacb3883070b3df3. 모든 row는 source-preserving review candidate이며 외부 경쟁도구 결과 자동수집 row가 아니다.
anyang-official-admission-site,p0,안양대학교 입학처,안양대학교,official_public_html_pdf_hwp,2022-2027,https://enter.anyang.ac.kr/,existing gap_crawler_attachment_ready_related_detail HTML; scripts/extract-related-detail-attachments.ts; src/collect/university-admission-attachments.ts; scripts/extract-university-admission-pdf-text.py; scripts/extract-university-admission-pdf-snippets.py; scripts/extract-university-admission-hwp-text.py; scripts/extract-university-admission-hwp-snippets.py; scripts/extract-university-admission-office-document-text.py; scripts/extract-university-admission-office-document-snippets.py; scripts/build-university-admission-evidence-index.py; scripts/build-university-admission-promotion-queue.py; scripts/build-foundation-db-candidates.py,true,foundation_anyang_manual_integrated,2026-06-08 수동 official-site 보강. 기존 gap crawler related-detail HTML artifact에서 안양대학교 ADIGA 코드 0000147/0000148 및 공식 host enter.anyang.ac.kr만 필터링해 2022~2027 nested candidate 128행과 unique URL 16개를 확보함. cs.u-is.co.kr score calculator 및 Uway/intro.uway 계열 링크는 제외하고 CompetitorSignal 자동수집 row로 취급하지 않음. Nested detail HTML 128건을 모두 HTTP 200으로 보존하고 2차 attachment 후보 2696행을 추출했으며 direct/file-route artifact 176행 중 실제 file artifact 64건(PDF 40/HWP 24; 146928461 bytes)과 HTML route 112건을 저장함. 전용 extracted-gap-manual-anyang-20260608 추출에서 PDF/HWP source evidence 920행과 promotion review candidate 230건(AdmissionRule 186/AdmissionSchedule 36/HistoricalOutcome 8)을 생성해 sourceLabels=gap_manual_anyang_docs로 foundation에 연결함. HWP context 24행은 distribution_notice_only로 raw artifact/SHA만 보존함. 안양 통합 후 foundation current snapshot admission-office evidence 76219 / AdmissionRule review 52694 / AdmissionUnit 37262 / promotion queue 266653 / gap action 4517 / public discovery queue 2975 / crawler worklist 188 / SQLite 30 tables/606004 rows/SHA 61725a92d27c846b934acd660539eb2028f6de4289a263599edd3ba217585e56. 모든 row는 source-preserving review candidate이며 외부 경쟁도구 결과 자동수집 row가 아니다.
gjc-official-admission-board,p0,광주가톨릭대학교 입학안내,광주가톨릭대학교,official_public_html_pdf_hwp,2021-2028,https://admission.gjc.ac.kr/sub/?mode=notice,manual notice/univfea/univplan seed; src/collect/university-admission-artifacts.ts; src/collect/university-admission-attachments.ts; scripts/extract-university-admission-pdf-text.py; scripts/extract-university-admission-pdf-snippets.py; scripts/extract-university-admission-hwp-text.py; scripts/extract-university-admission-hwp-snippets.py; scripts/render-university-admission-low-text-pdf-images.py; scripts/ocr-university-admission-low-text-pdf-images.py; scripts/build-university-admission-evidence-index.py; scripts/build-university-admission-promotion-queue.py; scripts/build-foundation-db-candidates.py,true,foundation_gjc_manual_integrated,"2026-06-08 수동 official-board seed. 공식 입학안내 admission.gjc.ac.kr에서 2021~2026 선행학습 영향평가 univfea detail 6건과 2025~2028 모집요강·대학입학전형 시행계획 notice/univplan route 8건을 선별해 detail HTML 14건을 모두 HTTP 200으로 보존함. Nested attachment 후보 454행을 만들고 board/fdn.php file-download route 6건과 /inc/ 직접 PDF/HWP 14건을 fetch해 실제 file artifact 20건(PDF 13/HWP 7, 2675533 bytes)을 확보함. 전용 extracted-gap-manual-gjc-20260608 추출에서 PDF/HWP source evidence 169행과 promotion review candidate 169건(AdmissionRule 154/AdmissionSchedule 15)을 생성해 sourceLabels=gap_manual_gjc_docs로 foundation에 연결함. 동일 문서 SHA는 기존 gap_gjc_existing_file_docs와 병합되어 복수 source label로 보존됨. GJC 통합 후 foundation current snapshot admission-office evidence 75989 / AdmissionRule review 52508 / AdmissionUnit 37188 / promotion queue 266278 / gap action 4557 / public discovery queue 2980 / crawler worklist 192 / SQLite 30 tables/605133 rows/SHA 94b56a241f633129be954eb938b626b8bfb1bcc749d1ee909b089e1ce7d191b7. 모든 row는 source-preserving review candidate이며 외부 경쟁도구 결과 자동수집 row가 아니다."
youngsan-official-admission-board,p0,영산선학대학교 입학처,영산선학대학교,official_public_board_pdf_hwp,2023-2028,https://youngsan.ac.kr/bbs/board.php?bo_table=2_2_1,manual BoardList/board.php seed; src/collect/university-admission-artifacts.ts; scripts/collect-university-admission-cookie-referer-attachments.py detail_cookie_and_referer; scripts/extract-university-admission-pdf-text.py; scripts/extract-university-admission-pdf-snippets.py; scripts/extract-university-admission-hwp-text.py; scripts/build-university-admission-evidence-index.py; scripts/build-university-admission-promotion-queue.py; scripts/build-foundation-db-candidates.py,true,foundation_youngsan_integrated,"2026-06-08 수동 official-board seed. 공식 입학자료실 bo_table=2_2_1에서 2023~2028 대학입학전형 시행계획, 수시모집요강, 정시/추가모집 안내, 선행학습 영향평가 detail 15개를 선별하고 재외국민/외국인 전용, 편입, 원서/개인정보 동의서, 장애학생 편의, 휴학/복학 게시글은 제외함. 표준 download.php fetch는 HTML anti-hotlink 응답을 반환해 detail page cookie와 Referer를 보존하는 재사용 수집기를 추가했고 file artifact 16건(PDF 15/HWP 1)을 확보함. PDF/HWP snippets/evidence 229행과 promotion review candidate 229건(AdmissionRule 209/HistoricalOutcome 12/AdmissionSchedule 8)을 생성해 sourceLabels=gap_manual_youngsan_docs로 foundation에 연결함. Youngsan 통합 후 foundation current snapshot admission-office evidence 75,882 / AdmissionRule review 52,411 / AdmissionUnit 37,186 / promotion queue 266,153 / gap action 4,567 / public discovery queue 2,979 / crawler worklist 192 / SQLite 30 tables/604,872 rows/SHA 627c3c7ecdbc1280bd38325fa91ef8c061ebdff62f320464f5fa19f331c3b87b. 모든 row는 source-preserving review candidate이며 외부 경쟁도구 결과 자동수집 row가 아니다."
bpu-official-admission-board,p0,부산장신대학교 입학처,부산장신대학교,official_public_board_pdf_hwp,2021-2028,https://ipsi.bpu.ac.kr/Board/BoardList.aspx?BoardMstNo=1,manual BoardList/BoardView seed; src/collect/university-admission-artifacts.ts; scripts/extract-university-admission-hidden-download-candidates.py ASP.NET hdnFilePath; src/collect/university-admission-attachments.ts; scripts/extract-university-admission-pdf-text.py; scripts/extract-university-admission-pdf-snippets.py; scripts/extract-university-admission-hwp-text.py; scripts/build-university-admission-evidence-index.py; scripts/build-university-admission-promotion-queue.py; scripts/build-foundation-db-candidates.py,true,foundation_bpu_integrated,"2026-06-08 수동 official-board seed. 공식 입학처 BoardList/BoardView에서 2021~2028 대학입학전형 시행계획, 2021~2027 수시·정시·추가모집요강, 2021~2026 선행학습 영향평가 결과 detail 34개를 선별하고 편입/재외국민/합격자 안내/화상면접/재입학/수시 면접-only 게시글은 제외함. ASP.NET __doPostBack과 hdnFilePath/hdnFileName hidden block parser를 추가해 direct file 후보 34건을 만들었고 file fetch 34건 중 실제 PDF/HWP 33건(PDF 30/HWP 3) 및 PDF-labeled HTML diagnostic route 1건을 보존함. PDF/HWP snippets/evidence 492행과 promotion review candidate 489건(AdmissionRule 410/AdmissionSchedule 79)을 생성해 sourceLabels=gap_manual_bpu_docs로 foundation에 연결함. BPU 통합 후 foundation current snapshot admission-office evidence 75,653 / AdmissionRule review 52,202 / AdmissionUnit 37,183 / promotion queue 265,892 / gap action 4,593 / public discovery queue 3,029 / crawler worklist 196 / SQLite 30 tables/604,219 rows/SHA 0f749304f67f648404e43c6eb6e08ba4d573e9eb9ba27579d956020b1f01a407. 모든 row는 source-preserving review candidate이며 외부 경쟁도구 결과 자동수집 row가 아니다."
calvin-official-admission-board,p0,칼빈대학교 입학처,칼빈대학교,official_public_board_pdf,2021-2027,http://www.calvin.ac.kr/iphak/index.do?brd_mgrno=0&menu_no=1075,manual boardList/boardView session fetch; src/collect/university-admission-attachments.ts; scripts/extract-university-admission-pdf-text.py; scripts/extract-university-admission-pdf-snippets.py; scripts/build-university-admission-evidence-index.py; scripts/build-university-admission-promotion-queue.py; scripts/build-foundation-db-candidates.py,true,foundation_calvin_integrated,"2026-06-08 수동 official-board seed. 전형계획/수시·정시 모집요강/입시결과·경쟁률 detail 28개를 boardList session+boardView seq_no=undefined 전략으로 fetch했고 attachment PDF 26건을 보존함. PDF snippets/evidence 519행과 promotion review candidate 519건(AdmissionRule 422/AdmissionSchedule 92/HistoricalOutcome 5)을 생성해 sourceLabels=gap_manual_calvin_docs로 foundation에 연결함. Calvin 통합 직후 foundation snapshot admission-office evidence 74,795 / AdmissionRule review 51,497 / AdmissionUnit 37,156 / promotion queue 264,930 / gap action 4,648 / crawler worklist 200 / SQLite 30 tables/601,795 rows/SHA 17b0239b8c2832cfb0af703f3f86ef7602518b547de096b1632d3e51a0a14758. 모든 row는 source-preserving review candidate이며 외부 경쟁도구 결과 자동수집 row가 아니다."
ytus-official-admission-board,p0,영남신학대학교 입학처,영남신학대학교,official_public_board_pdf_hwp,2023-2028,http://entra.ytus.ac.kr/,src/collect/university-admission-artifacts.ts --user-agent; src/collect/university-admission-attachments.ts --user-agent; scripts/extract-university-admission-pdf-text.py; scripts/extract-university-admission-pdf-snippets.py; scripts/extract-university-admission-hwp-text.py; scripts/extract-university-admission-hwp-snippets.py; scripts/build-university-admission-evidence-index.py; scripts/build-university-admission-promotion-queue.py; scripts/build-foundation-db-candidates.py,true,foundation_ytus_integrated,"2026-06-08 수동 official-board seed. 공식 입학처 entra.ytus.ac.kr에서 2023~2028 대학입학전형 시행계획, 2024~2027 수시모집요강, 2024~2026 정시/추가모집 detail 20개를 선별함. 기본 collector User-Agent에는 403을 반환해 재사용 가능한 --user-agent 옵션을 추가하고 브라우저형 UA로 detail HTML 20건과 PDF/HWP 첨부를 보존함. PDF/HWP snippets/evidence 373행과 promotion review candidate 369건(AdmissionRule 295/AdmissionSchedule 68/HistoricalOutcome 6)을 생성해 sourceLabels=gap_manual_ytus_docs로 foundation에 연결함. YTUS 통합 직후 foundation snapshot admission-office evidence 75,164 / AdmissionRule review 51,792 / AdmissionUnit 37,175 / promotion queue 265,369 / gap action 4,618 / crawler worklist 198 / SQLite 30 tables/602,910 rows/SHA c1cfe1fd4f90bba909a9c796476e2d0596d6eb9e9d9e2477967527dceb7c6bb1."
